time,comment,newsLocationPerson,mediaNum,newsNum,joinLocalNum,agree,totalHot,h1,h2,h3
2017-12-07,51,3,0,0,15,23,10.00328801,0.6425514,10.00328801,9.36073661
2017-12-08,34,5,1,2,12,406,65.23225768999998,1.09656835,64.92813598999999,64.43981104
2017-12-09,62,8,0,0,18,460,76.64836892,1.2422095,76.64836892,75.40615942
2017-12-10,12,1,0,0,9,51,9.258383419999998,0.2998676,9.258383419999998,8.958515819999999
2017-12-11,10,0,0,0,6,2,1.5920215999999998,0.12852570000000002,1.5920215999999998,1.4634958999999998
2017-12-12,4,1,0,0,4,17,3.17893479,0.19276284999999999,3.17893479,2.98617194
2017-12-14,8,4,0,0,2,2,1.70123318,0.47115809999999997,1.70123318,1.23007508
2017-12-15,4,2,0,0,3,5,1.4862420899999997,0.27842095,1.4862420899999997,1.2078211399999998
2017-12-16,1,0,0,0,1,1,0.28632726,0.02142095,0.28632726,0.26490631
2017-12-17,658,65,3,3,28,35376,5327.76333303,8.38972485,5326.93353303,5320.203408179999
2017-12-18,2555,201,5,6,30,10160,1827.4414808000001,23.57603925,1826.0309591,1805.2759632500001
2017-12-19,363,48,2,2,28,1012,198.63291062999994,6.292781,198.07971062999997,192.89332962999995
2017-12-20,52,4,0,0,20,79,18.633152620000004,0.8567351999999999,18.633152620000004,17.77641742
2017-12-21,1539,137,25,53,28,21796,3432.6503814399994,22.95522405,3424.9647738399995,3417.3807649899995
2017-12-22,1028,99,3,3,30,10101,1628.9783418299999,12.07325445,1628.1485418299999,1617.73488738
2017-12-23,1308,99,9,12,29,19177,3008.4039891799994,13.793998599999998,3005.8320240799994,2997.1819556799996
2017-12-24,121,16,10,11,19,1061,176.27159405999998,4.91378455,173.47807236,174.15133121
2017-12-25,2030,235,3,3,30,13418,2252.0507237499996,26.636005249999997,2251.2209237499997,2226.2445184999997
2017-12-26,217,23,4,5,21,1753,289.16015146999996,4.0465798,288.02622977,286.24749337
2017-12-27,476,53,8,9,27,3450,575.32388716,8.493877,573.08356546,569.07033186
2017-12-28,72,6,1,1,17,62,18.87452577,1.28323045,18.59792577,17.867895320000002
2017-12-29,10,1,1,1,7,2,1.9971216,0.5336257,1.7205215999999999,1.7400959
2017-12-30,9,2,0,0,4,2,1.6466273899999997,0.2998419,1.6466273899999997,1.3467854899999998
2017-12-31,9,3,0,0,6,3,1.94474424,0.44976285,1.94474424,1.49498139
2018-01-01,7,1,1,1,5,2,1.6041484700000002,0.4907838,1.32754847,1.3899646700000001
2018-01-02,7,0,0,0,4,0,0.9026566699999999,0.0856838,0.9026566699999999,0.81697287
2018-01-03,4,0,1,1,4,2,1.12551724,0.36228380000000004,0.84891724,1.03983344
2018-01-04,4,0,1,1,4,1,0.9773213399999999,0.36228380000000004,0.70072134,0.89163754
2018-01-05,4,0,0,0,4,1,0.70072134,0.0856838,0.70072134,0.61503754
2018-01-06,11,0,0,0,4,8,2.55506551,0.0856838,2.55506551,2.46938171
2018-01-08,687,78,5,7,28,3327,583.61780687,10.389995899999999,582.17976347,574.6658543699999
2018-01-09,76,20,1,1,20,59,20.46014926,2.8466,20.18354926,17.89014926
2018-01-10,11,1,1,2,7,29,6.1426430100000005,0.5611474000000001,5.838521310000001,5.88561731
2018-01-11,11,0,0,0,5,25,5.095816760000001,0.10710475,5.095816760000001,4.98871201
2018-01-12,865,93,3,3,31,2658,506.31140795,11.4522011,505.48160794999995,495.68900685
2018-01-13,63,10,0,0,16,18,11.43380773,1.4135257,11.43380773,10.02028203
2018-01-14,4,1,0,0,3,1,0.7863794399999999,0.1713419,0.7863794399999999,0.61503754
2018-01-15,32,3,1,1,14,73,15.45076427,0.89773045,15.17416427,14.82963382
2018-01-16,14,0,0,0,8,25,5.51021084,0.1713676,5.51021084,5.33884324
2018-01-17,11,0,0,0,5,1,1.53911516,0.10710475,1.53911516,1.43201041
2018-01-18,1,0,0,0,0,0,0.11671041,0,0.11671041,0.11671041
2018-01-19,4,4,0,0,1,0,0.91657879,0.44973715,0.91657879,0.46684164
2018-01-21,16,2,0,0,9,221,35.02560711,0.40694664999999997,35.02560711,34.61866046
2018-01-23,3,2,0,0,2,0,0.60713123,0.257,0.60713123,0.35013123
2018-01-24,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-01-25,1,0,0,0,1,1,0.28632726,0.02142095,0.28632726,0.26490631
2018-01-26,5,0,1,1,4,12,2.7241866499999996,0.36228380000000004,2.44758665,2.6385028499999996
2018-01-27,28,2,1,1,13,183,31.15697163,0.76923045,30.88037163,30.66434118
2018-01-28,311,24,3,3,28,2462,405.15472711000007,3.9994838,404.32492711000003,401.98504331000004
2018-01-29,403,37,6,8,28,1621,293.53620398000004,6.27635485,291.82156058000004,288.97449253
2018-01-30,36,3,3,3,15,69,15.89944326,1.4723514,15.06964326,15.25689186
2018-01-31,23,14,3,3,9,0,5.206034680000001,2.52169525,4.3762346800000005,3.51413943
2018-02-01,849,85,17,38,29,8795,1417.47316109,15.0030825,1412.19300539,1407.75023429
2018-02-02,454,36,10,10,28,3130,524.06032554,7.2206323999999995,521.29432554,519.60569314
2018-02-03,1567,134,3,4,30,9021,1535.6089692699998,15.8485429,1534.7516475699997,1520.6177480699998
2018-02-04,449,45,3,3,29,1583,293.26664859000005,6.2695648,292.43684859,287.82688379
2018-02-05,117,24,3,3,19,1020,168.62163122,3.8066952499999998,167.79183121999998,165.64473597
2018-02-06,402,34,5,6,28,3819,618.52872292,5.650995999999999,617.11820122,614.28824862
2018-02-07,271,23,2,2,26,205,65.58164346000001,3.5729628499999997,65.02844346,62.56188061
